id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	1|1	1|2	1|3	1|4	1|5	1|6	1|7	1|8	2|1	2|2	2|3	2|4	2|5	2|6	2|7	2|8	3|1	3|2	3|3	3|4	3|5	3|6	3|7	3|8	4|1	4|2	4|3	4|4	4|5	4|6	4|7	4|8	5|1	5|2	5|3	5|4	5|5	5|6	5|7	5|8	6|1	6|2	6|3	6|4	6|5	6|6	6|7	6|8	7|1	7|2	7|3	7|4	7|5	7|6	7|7	7|8	8|1	8|2	8|3	8|4	8|5	8|6	8|7	8|8
CPI-SS0B8083B44	WNT7B_FZD4	simple:P56706	simple:Q9ULV1	WNT7B	FZD4	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.008	0.06	0.034	0.012	0.013	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.012	0.064	0.038	0.016	0.017	0.026	0.0
CPI-SS01469637C	WNT2B_FZD4	simple:Q93097	simple:Q9ULV1	WNT2B	FZD4	True	False	True	user_curated	False	0.04	0.022	0.074	0.048	0.026	0.027	0.036	0.0	0.051	0.033	0.085	0.059	0.037	0.038	0.047	0.0	0.086	0.067	0.12	0.094	0.072	0.072	0.081	0.0	0.029	0.011	0.063	0.037	0.015	0.016	0.025	0.0	0.037	0.018	0.071	0.045	0.023	0.023	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.056	0.108	0.082	0.06	0.061	0.07	0.0
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	NRG2	ERBB3	True	False	True	user_curated	False	0.47	0.289	0.69	0.466	0.213	0.128	0.226	0.606	0.445	0.263	0.664	0.441	0.188	0.103	0.2	0.58	0.46	0.278	0.679	0.456	0.203	0.118	0.215	0.595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.431	0.25	0.651	0.427	0.174	0.089	0.187	0.567	0.425	0.244	0.645	0.421	0.168	0.083	0.18	0.561	0.452	0.27	0.671	0.448	0.195	0.11	0.207	0.587	0.452	0.271	0.672	0.448	0.195	0.111	0.208	0.588
CPI-SS0E063192D	NRG2_ERBB4	simple:O14511	simple:Q15303	NRG2	ERBB4	True	False	True	user_curated	False	0.067	0.072	0.181	0.084	0.0	0.07	0.088	0.0	0.042	0.046	0.156	0.058	0.0	0.045	0.062	0.0	0.057	0.061	0.171	0.073	0.0	0.06	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.033	0.142	0.045	0.0	0.031	0.049	0.0	0.022	0.027	0.136	0.039	0.0	0.025	0.043	0.0	0.048	0.053	0.163	0.065	0.0	0.051	0.069	0.0	0.049	0.054	0.164	0.066	0.0	0.052	0.07	0.0
CPI-SS0FC42EC80	EREG_ERBB4	simple:O14944	simple:Q15303	EREG	ERBB4	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.036	0.146	0.048	0.0	0.035	0.052	0.0
CPI-SS0F0D7F25C	BTC_ERBB4	simple:P35070	simple:Q15303	BTC	ERBB4	True	False	True	user_curated	False	0.035	0.039	0.149	0.052	0.0	0.038	0.055	0.0	0.035	0.039	0.149	0.052	0.0	0.038	0.055	0.0	0.052	0.057	0.167	0.069	0.0	0.055	0.073	0.0	0.013	0.017	0.127	0.029	0.0	0.016	0.033	0.0	0.013	0.017	0.127	0.03	0.0	0.016	0.033	0.0	0.014	0.018	0.128	0.03	0.0	0.017	0.034	0.0	0.014	0.018	0.128	0.031	0.0	0.017	0.034	0.0	0.032	0.036	0.146	0.048	0.0	0.035	0.052	0.0
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	NRG1	ERBB4	True	True	True	user_curated	False	0.04	0.045	0.155	0.057	0.0	0.043	0.061	0.0	0.009	0.013	0.123	0.025	0.0	0.012	0.029	0.0	0.061	0.065	0.175	0.078	0.0	0.064	0.081	0.0	0.02	0.025	0.134	0.037	0.0	0.023	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.018	0.128	0.03	0.0	0.017	0.034	0.0	0.048	0.053	0.163	0.065	0.0	0.051	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	EREG	EGFR	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.03	0.129	0.056	0.0	0.035	0.044	0.061
CPI-SC0E5218AA4	NRG1_a6b4 complex	simple:Q02297	complex:a6b4 complex	NRG1		True	True	False	user_curated	True	0.043	0.045	0.043	0.16	0.0	0.0	0.0	0.0	0.011	0.013	0.012	0.128	0.0	0.0	0.0	0.0	0.064	0.065	0.064	0.181	0.0	0.0	0.0	0.0	0.023	0.025	0.023	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.018	0.017	0.133	0.0	0.0	0.0	0.0	0.051	0.053	0.052	0.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	GDF11		True	False	True	user_curated	False	0.121	0.085	0.159	0.137	0.086	0.057	0.1	0.075	0.122	0.086	0.16	0.138	0.087	0.058	0.101	0.076	0.179	0.143	0.218	0.195	0.145	0.115	0.159	0.133	0.095	0.058	0.133	0.11	0.06	0.03	0.074	0.048	0.126	0.089	0.164	0.141	0.091	0.061	0.105	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.053	0.128	0.105	0.055	0.026	0.069	0.044	0.143	0.106	0.181	0.158	0.108	0.079	0.122	0.096
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	GDF11		True	False	True	user_curated	False	0.11	0.088	0.13	0.078	0.086	0.057	0.066	0.075	0.111	0.089	0.131	0.079	0.087	0.058	0.067	0.076	0.169	0.146	0.188	0.136	0.145	0.115	0.124	0.133	0.084	0.062	0.103	0.051	0.06	0.03	0.039	0.048	0.115	0.093	0.134	0.082	0.091	0.061	0.07	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.057	0.098	0.047	0.055	0.026	0.034	0.044	0.132	0.11	0.151	0.1	0.108	0.079	0.087	0.096
CPI-SS0E2863F09	TNFRSF17_TNFSF13B	simple:Q02223	simple:Q9Y275	TNFRSF17	TNFSF13B	True	True	False	user_curated	False	0.008	0.013	0.007	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.019	0.013	0.016	0.016	0.0	0.0	0.0
CPI-SS090FC28E1	EPHB6_EFNB2	simple:O15197	simple:P52799	EPHB6	EFNB2	True	True	True	user_curated	False	0.035	0.048	0.047	0.133	0.076	0.025	0.017	0.034	0.086	0.099	0.098	0.184	0.127	0.076	0.068	0.086	0.04	0.052	0.051	0.138	0.081	0.029	0.021	0.039	0.049	0.062	0.061	0.147	0.09	0.039	0.031	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.056	0.055	0.142	0.085	0.033	0.025	0.043	0.07	0.083	0.082	0.168	0.111	0.06	0.052	0.069	0.299	0.311	0.31	0.397	0.34	0.289	0.281	0.298
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	EPHB2	EFNB2	False	True	True	user_curated	False	0.048	0.061	0.06	0.147	0.09	0.038	0.03	0.048	0.037	0.049	0.048	0.135	0.078	0.027	0.018	0.036	0.061	0.074	0.073	0.159	0.102	0.051	0.043	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.047	0.046	0.133	0.076	0.024	0.016	0.034	0.035	0.048	0.047	0.133	0.077	0.025	0.017	0.035	0.07	0.083	0.082	0.168	0.111	0.06	0.052	0.069	0.062	0.075	0.074	0.16	0.103	0.052	0.044	0.061
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	EPHB6	EFNB1	True	True	False	user_curated	False	0.022	0.015	0.012	0.037	0.016	0.0	0.017	0.0	0.073	0.066	0.063	0.089	0.067	0.0	0.068	0.0	0.026	0.019	0.017	0.042	0.02	0.0	0.021	0.0	0.035	0.029	0.026	0.051	0.03	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.023	0.021	0.046	0.024	0.0	0.025	0.0	0.057	0.05	0.047	0.073	0.051	0.0	0.052	0.0	0.285	0.279	0.276	0.301	0.28	0.0	0.281	0.0
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	EPHB2	EFNB1	False	True	False	user_curated	False	0.035	0.028	0.026	0.051	0.029	0.0	0.03	0.0	0.023	0.016	0.014	0.039	0.017	0.0	0.018	0.0	0.048	0.041	0.038	0.064	0.042	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.014	0.012	0.037	0.015	0.0	0.016	0.0	0.022	0.015	0.013	0.038	0.016	0.0	0.017	0.0	0.057	0.05	0.047	0.073	0.051	0.0	0.052	0.0	0.049	0.042	0.039	0.064	0.043	0.0	0.044	0.0
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	EPHB3	EFNB1	False	True	False	user_curated	False	0.25	0.243	0.241	0.266	0.244	0.0	0.245	0.0	0.168	0.161	0.159	0.184	0.162	0.0	0.163	0.0	0.402	0.395	0.393	0.418	0.396	0.0	0.398	0.0	0.205	0.198	0.195	0.221	0.199	0.0	0.2	0.0	0.286	0.279	0.277	0.302	0.28	0.0	0.281	0.0	0.13	0.123	0.121	0.146	0.124	0.0	0.125	0.0	0.057	0.05	0.047	0.073	0.051	0.0	0.052	0.0	0.084	0.077	0.074	0.1	0.078	0.0	0.079	0.0
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	EPHB4	EFNB1	False	True	False	user_curated	False	0.019	0.012	0.01	0.035	0.013	0.0	0.014	0.0	0.02	0.013	0.011	0.036	0.014	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.043	0.041	0.066	0.044	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	EPHB1	EFNB1	False	True	False	user_curated	False	0.019	0.012	0.01	0.035	0.013	0.0	0.014	0.0	0.017	0.01	0.008	0.033	0.011	0.0	0.012	0.0	0.026	0.019	0.017	0.042	0.02	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	EPHA4	EFNB1	False	True	False	user_curated	False	0.022	0.015	0.012	0.037	0.016	0.0	0.017	0.0	0.165	0.158	0.156	0.181	0.159	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.051	0.048	0.074	0.052	0.0	0.053	0.0	0.021	0.014	0.012	0.037	0.015	0.0	0.016	0.0	0.022	0.015	0.013	0.038	0.016	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.164	0.162	0.187	0.165	0.0	0.167	0.0
CPI-SS08718E4FB	EPHB6_EFNB3	simple:O15197	simple:Q15768	EPHB6	EFNB3	True	True	True	user_curated	False	0.048	0.051	0.158	0.037	0.023	0.0	0.043	0.078	0.1	0.102	0.209	0.089	0.074	0.0	0.094	0.129	0.053	0.056	0.162	0.042	0.028	0.0	0.047	0.083	0.062	0.065	0.172	0.051	0.037	0.0	0.057	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.059	0.166	0.046	0.032	0.0	0.051	0.087	0.083	0.086	0.193	0.073	0.058	0.0	0.078	0.113	0.312	0.315	0.422	0.301	0.287	0.0	0.306	0.342
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	EPHB2	EFNB3	False	True	True	user_curated	False	0.062	0.064	0.171	0.051	0.037	0.0	0.056	0.092	0.05	0.053	0.159	0.039	0.025	0.0	0.044	0.08	0.075	0.077	0.184	0.064	0.049	0.0	0.069	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.05	0.157	0.037	0.023	0.0	0.042	0.078	0.049	0.051	0.158	0.038	0.023	0.0	0.043	0.079	0.083	0.086	0.193	0.073	0.058	0.0	0.078	0.113	0.075	0.078	0.185	0.064	0.05	0.0	0.07	0.105
CPI-SS0A5B945E3	EPHB3_EFNB3	simple:P54753	simple:Q15768	EPHB3	EFNB3	False	True	True	user_curated	False	0.277	0.279	0.386	0.266	0.252	0.0	0.271	0.307	0.195	0.197	0.304	0.184	0.17	0.0	0.189	0.225	0.429	0.432	0.538	0.418	0.404	0.0	0.423	0.459	0.231	0.234	0.341	0.221	0.206	0.0	0.226	0.261	0.313	0.315	0.422	0.302	0.288	0.0	0.307	0.343	0.157	0.159	0.266	0.146	0.132	0.0	0.151	0.187	0.083	0.086	0.193	0.073	0.058	0.0	0.078	0.113	0.11	0.113	0.22	0.1	0.085	0.0	0.105	0.14
CPI-SS0865716E5	EPHB4_EFNB3	simple:P54760	simple:Q15768	EPHB4	EFNB3	False	True	True	user_curated	False	0.046	0.048	0.155	0.035	0.021	0.0	0.04	0.076	0.047	0.049	0.156	0.036	0.022	0.0	0.041	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.08	0.186	0.066	0.052	0.0	0.071	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D41C7AF5	EPHB1_EFNB3	simple:P54762	simple:Q15768	EPHB1	EFNB3	False	True	True	user_curated	False	0.046	0.048	0.155	0.035	0.021	0.0	0.04	0.076	0.044	0.046	0.153	0.033	0.018	0.0	0.038	0.073	0.053	0.056	0.162	0.042	0.028	0.0	0.047	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07CA5A6F1	EPHA4_EFNB3	simple:P54764	simple:Q15768	EPHA4	EFNB3	False	True	True	user_curated	False	0.048	0.051	0.158	0.037	0.023	0.0	0.043	0.078	0.192	0.194	0.301	0.181	0.166	0.0	0.186	0.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.087	0.194	0.074	0.059	0.0	0.079	0.114	0.048	0.05	0.157	0.037	0.023	0.0	0.042	0.078	0.049	0.051	0.158	0.038	0.023	0.0	0.043	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.198	0.201	0.307	0.187	0.173	0.0	0.192	0.228
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	EPHB2	EFNA5	False	True	False	user_curated	False	0.118	0.038	0.163	0.11	0.052	0.03	0.073	0.057	0.107	0.026	0.151	0.098	0.04	0.018	0.062	0.045	0.131	0.051	0.175	0.122	0.064	0.043	0.086	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.024	0.149	0.096	0.038	0.016	0.059	0.043	0.105	0.025	0.149	0.097	0.039	0.017	0.06	0.043	0.14	0.06	0.184	0.131	0.073	0.051	0.095	0.078	0.132	0.052	0.176	0.123	0.065	0.043	0.087	0.07
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	EPHA1	EFNA5	False	True	False	user_curated	False	0.11	0.03	0.154	0.102	0.044	0.022	0.065	0.049	0.11	0.03	0.154	0.101	0.043	0.021	0.065	0.048	0.114	0.034	0.158	0.105	0.047	0.025	0.069	0.052	0.111	0.031	0.156	0.103	0.045	0.023	0.066	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.025	0.15	0.097	0.039	0.017	0.06	0.044	0.106	0.025	0.15	0.097	0.039	0.017	0.06	0.044
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	EPHA2	EFNA5	False	True	False	user_curated	False	0.099	0.019	0.144	0.091	0.033	0.011	0.054	0.038	0.103	0.023	0.148	0.095	0.037	0.015	0.058	0.042	0.11	0.029	0.154	0.101	0.043	0.021	0.065	0.048	0.222	0.141	0.266	0.213	0.155	0.133	0.177	0.16	0.112	0.032	0.156	0.103	0.045	0.023	0.067	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01A8F745A	EPHA1_EFNA3	simple:P21709	simple:P52797	EPHA1	EFNA3	False	True	False	user_curated	False	0.024	0.033	0.022	0.035	0.029	0.0	0.031	0.0	0.024	0.033	0.022	0.035	0.028	0.0	0.03	0.0	0.028	0.037	0.026	0.039	0.032	0.0	0.034	0.0	0.025	0.034	0.023	0.037	0.03	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.028	0.017	0.031	0.024	0.0	0.026	0.0	0.02	0.029	0.017	0.031	0.024	0.0	0.026	0.0
CPI-SS07BECB892	EPHA2_EFNA3	simple:P29317	simple:P52797	EPHA2	EFNA3	False	True	False	user_curated	False	0.013	0.022	0.011	0.025	0.018	0.0	0.02	0.0	0.017	0.026	0.015	0.029	0.022	0.0	0.024	0.0	0.024	0.033	0.021	0.035	0.028	0.0	0.03	0.0	0.136	0.145	0.134	0.147	0.14	0.0	0.142	0.0	0.026	0.035	0.024	0.037	0.03	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	EPHA1	EFNA4	True	True	False	user_curated	False	0.027	0.0	0.018	0.028	0.0	0.0	0.0	0.0	0.027	0.0	0.017	0.028	0.0	0.0	0.0	0.0	0.031	0.0	0.021	0.032	0.0	0.0	0.0	0.0	0.028	0.0	0.019	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.013	0.023	0.0	0.0	0.0	0.0	0.022	0.0	0.013	0.023	0.0	0.0	0.0	0.0
CPI-SS09F973C1A	EPHA2_EFNA4	simple:P29317	simple:P52798	EPHA2	EFNA4	True	True	False	user_curated	False	0.016	0.0	0.007	0.017	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.021	0.0	0.0	0.0	0.0	0.026	0.0	0.017	0.028	0.0	0.0	0.0	0.0	0.138	0.0	0.129	0.14	0.0	0.0	0.0	0.0	0.029	0.0	0.019	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	TNFSF12	TNFRSF12A	True	False	True	user_curated	False	0.228	0.236	0.304	0.174	0.161	0.149	0.168	0.23	0.206	0.214	0.282	0.152	0.139	0.127	0.146	0.208	0.206	0.214	0.282	0.152	0.139	0.127	0.146	0.208	0.15	0.158	0.226	0.096	0.082	0.071	0.09	0.152	0.197	0.204	0.272	0.142	0.129	0.117	0.136	0.199	0.171	0.178	0.247	0.116	0.103	0.092	0.11	0.173	0.147	0.154	0.222	0.092	0.079	0.068	0.086	0.149	0.217	0.225	0.293	0.163	0.15	0.138	0.157	0.219
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	TNFSF14	LTBR	True	False	True	user_curated	False	0.14	0.183	0.249	0.167	0.157	0.064	0.152	0.181	0.138	0.181	0.247	0.165	0.155	0.062	0.15	0.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	TNFSF14	TNFRSF14	True	False	True	user_curated	False	0.304	0.269	0.433	0.314	0.157	0.122	0.1	0.347	0.302	0.266	0.431	0.312	0.155	0.12	0.098	0.345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04B4619D0	TNF_TNFRSF1A	simple:P01375	simple:P19438	TNF	TNFRSF1A	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.155	0.205	0.234	0.081	0.055	0.048	0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E7D5974D	TNF_TNFRSF1B	simple:P01375	simple:P20333	TNF	TNFRSF1B	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.036	0.026	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	EFNA1	EPHA1	True	False	True	user_curated	False	0.081	0.08	0.084	0.082	0.0	0.0	0.076	0.076	0.388	0.388	0.392	0.39	0.0	0.0	0.384	0.384	0.24	0.24	0.244	0.241	0.0	0.0	0.235	0.235	0.653	0.653	0.657	0.654	0.0	0.0	0.648	0.648	0.135	0.134	0.138	0.136	0.0	0.0	0.13	0.13	0.03	0.03	0.034	0.031	0.0	0.0	0.025	0.025	0.057	0.056	0.06	0.058	0.0	0.0	0.052	0.052	0.54	0.539	0.543	0.541	0.0	0.0	0.535	0.535
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	EFNA1	EPHA2	True	False	True	user_curated	False	0.07	0.074	0.08	0.192	0.082	0.0	0.0	0.0	0.378	0.382	0.388	0.5	0.39	0.0	0.0	0.0	0.229	0.233	0.239	0.351	0.242	0.0	0.0	0.0	0.642	0.646	0.653	0.765	0.655	0.0	0.0	0.0	0.124	0.128	0.134	0.246	0.136	0.0	0.0	0.0	0.019	0.023	0.029	0.142	0.032	0.0	0.0	0.0	0.046	0.05	0.056	0.168	0.058	0.0	0.0	0.0	0.529	0.533	0.539	0.651	0.541	0.0	0.0	0.0
CPI-SS0762B455F	EFNA1_EPHA5	simple:P20827	simple:P54756	EFNA1	EPHA5	True	False	True	user_curated	False	0.0	0.107	0.0	0.075	0.0	0.076	0.0	0.102	0.0	0.414	0.0	0.382	0.0	0.383	0.0	0.41	0.0	0.266	0.0	0.234	0.0	0.235	0.0	0.262	0.0	0.679	0.0	0.647	0.0	0.648	0.0	0.675	0.0	0.161	0.0	0.129	0.0	0.13	0.0	0.156	0.0	0.056	0.0	0.024	0.0	0.025	0.0	0.052	0.0	0.083	0.0	0.05	0.0	0.051	0.0	0.078	0.0	0.566	0.0	0.534	0.0	0.535	0.0	0.561
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	EFNA5	EPHA5	False	False	True	user_curated	False	0.0	0.136	0.0	0.104	0.0	0.105	0.0	0.132	0.0	0.056	0.0	0.024	0.0	0.025	0.0	0.052	0.0	0.18	0.0	0.148	0.0	0.149	0.0	0.176	0.0	0.128	0.0	0.096	0.0	0.097	0.0	0.123	0.0	0.07	0.0	0.038	0.0	0.039	0.0	0.065	0.0	0.048	0.0	0.016	0.0	0.017	0.0	0.043	0.0	0.091	0.0	0.059	0.0	0.06	0.0	0.087	0.0	0.075	0.0	0.042	0.0	0.043	0.0	0.07
