gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	M-X-cells (GHRL)	EC-cells (TPH1)	ECL-cells (HDC,MAOB)
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.007	0.003	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00661A3A4	0.0	0.006	0.0
NECTIN4	Q96NY8	False	PVRL4_HUMAN		CPI-SS01E0F2D2C	0.024	0.061	0.024
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.658	0.907	0.337
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0E25CE362	0.053	0.035	0.006
AREG	P15514	False	AREG_HUMAN		CPI-SS0481D83A4	0.195	0.16	0.024
BTC	P35070	False	BTC_HUMAN		CPI-SS0A19E9C34	0.075	0.064	0.012
BTC	P35070	False	BTC_HUMAN		CPI-SS06BC4D123	0.075	0.064	0.012
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0C10824C7	0.232	0.103	0.139
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.232	0.103	0.139
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.011	0.074	0.108
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS074CF011C	0.035	0.013	0.006
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.007	0.003	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.007	0.003	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.042	0.067	0.018
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.042	0.067	0.018
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.042	0.067	0.018
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.399	0.417	0.452
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.399	0.417	0.452
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.031	0.003	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.232	0.096	0.036
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.09	0.074	0.018
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	1.59	1.974	0.934
NTF3	P20783	False	NTF3_HUMAN		CPI-SS004A073E1	0.002	0.0	0.0
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.0	0.003	0.0
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.004	0.006	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.224	0.224	0.181
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.013	0.013	0.006
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS0DFA98A14	0.002	0.0	0.0
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS08376F0E6	0.004	0.003	0.0
KITLG	P21583	False	SCF_HUMAN		CPI-SS02D7A1DDE	0.364	0.013	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.338	0.426	0.259
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.046	0.186	0.181
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.046	0.186	0.181
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS012B7C21D	0.083	0.045	0.024
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS027CDEA08	0.083	0.045	0.024
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS00D153A8A	0.083	0.045	0.024
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.048	0.109	0.054
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.048	0.109	0.054
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.048	0.109	0.054
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0C4D54E39	0.048	0.109	0.054
SELE	P16581	False	LYAM2_HUMAN		CPI-SS06F83AE58	0.002	0.0	0.0
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03CC15FF3	0.013	0.003	0.012
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS05162C56B	0.007	0.0	0.0
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	0.186	0.0	0.0
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.186	0.0	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.061	0.022	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.061	0.022	0.0
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS05D7900BF	0.0	0.0	0.012
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS012AFC842	0.0	0.0	0.012
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS087BD262F	0.007	0.016	0.012
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.002	0.0	0.0
MST1R	Q04912	False	RON_HUMAN		CPI-SS03EACE0E0	0.138	0.106	0.042
MPL	P40238	False	TPOR_HUMAN		CPI-SS0DC2DD9D7	0.0	0.003	0.0
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.0	0.006	0.006
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0B2979A10	0.0	0.003	0.0
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	0.002	0.0	0.0
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS095E52E66	0.055	0.01	0.012
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.004	0.016	0.006
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	1.261	0.958	0.542
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	0.371	0.397	0.283
